record_id,dataset,topic_order,topic_cn,content_type_cn,keyword,name,building_scope,dynasty,period_label,year,year_sort,year_evidence,is_pre1912,competition_rule,match_rule,summary,page_url,source_site,source_engine,fetched_at_utc,raw_html_path,infobox_json
fc75e6e20697e1bc,buildings,1,中国古代建筑成就,建筑,广济桥,广济桥,桥梁,宋,宋 1171,1171,1171,text_year,1,pass,exact_or_alias_exact,广济桥，古称康济桥、丁侯桥、济川桥，俗称湘子桥，位于潮州古城东门外，横跨韩江，联结东西两岸，为古代闽粤交通要津。广济桥以集梁桥、浮桥、拱桥于一体的独特风格，与赵州桥、洛阳桥、卢沟桥并称中国著名古桥。该桥始建于南宋乾道七年（公元1171年），至明嘉靖九年（公元1530年）形成“十八梭船廿四洲”的格局。解放前夕广济桥已是残破不堪。1958年对全桥进行加固维修，并拆除了十八梭船，改建为三孔钢架及两处高桩承台式桥梁。2003年10月，广济桥开始进行全面维修，总体按明代风格为修复依据，功能定位为旅游观光步行桥，2007年竣工。修复工程在21座古桥墩上面重建了形态各异、古色古香的12座楼阁和18座亭屋，中间的十八梭船浮桥也得到恢复。1988年3月被国务院公布为全国重点文物保护单位。,https://baike.baidu.com/item/%E5%B9%BF%E6%B5%8E%E6%A1%A5,baike.baidu.com,baidu,2026-04-14T09:30:52+00:00,F:\ancientbuilding\raw_cn\buildings\baidu\fc75e6e20697e1bc.html,{}
6b39761cf52aac4b,buildings,1,中国古代建筑成就,建筑,安平桥,安平桥,桥梁,宋,宋 1138,1138,1138,text_year,1,pass,exact_or_alias_exact,安平桥（Anping Bridge），曾用名五里桥、西桥、安海桥，是中国福建省泉州市境内连接晋江市和南安市的一座桥梁，是世界上中古时代最长的梁式石桥，也是中国现存最长的海港大石桥，是古代桥梁建筑的杰作，享有“天下无桥长此桥”之誉。安平桥始建于南宋绍兴八年（1138年），绍兴二十二年（1152年），安平桥竣工投入使用；明清两代曾多次重修；民国17年（1928年）1月，因安平桥毁坏，踊跃募捐，重修安平桥；1981年2月，安平桥依原状进行全面翻修开工；1985年5月，安平桥翻修竣工；2007年底，安平桥抢险加固工程开工；2009年7月24日，安平桥抢险加固工程验收投入使用。安平桥地处晋江市安海镇与南安市水头镇交界的海湾上，扼晋江、南安两地水陆交通的要冲。地理坐标为北纬 24°30' ~ 25°56 ，东经117°25' ~119°05'，该桥东起兴安路，上跨安海湾，西至水头街，桥梁全长2255米,https://baike.baidu.com/item/%E5%AE%89%E5%B9%B3%E6%A1%A5,baike.baidu.com,baidu,2026-04-14T09:30:54+00:00,F:\ancientbuilding\raw_cn\buildings\baidu\6b39761cf52aac4b.html,"{""中文名"": ""安平桥"", ""外文名"": ""Anping Bridge"", ""地理位置"": ""福建省泉州晋江市安海镇兴安路3号 [11]"", ""开放时间"": ""全年09:00-18:00 [11]"", ""景点级别"": ""AAAA级"", ""门票价格"": ""免费 [11]"", ""别 名"": ""五里桥、西桥、安海桥"", ""始建日期"": ""南宋绍兴八年（公元1138年）"", ""投用日期"": ""绍兴二十二年（公元1152年）"", ""所属地区"": ""中国 福建省 泉州市"", ""类 型"": ""连梁式石板平桥 、观赏桥"", ""长 度"": ""2255 m [10] （截至2021年7月）"", ""宽 度"": ""3至3.8米"", ""起止位置"": ""兴安路、水头街"", ""管理机构"": ""泉州市文化广电和旅游局"", ""曾用名"": ""五里桥"", ""官方电话"": ""0595-82000910 [11]""}"
0ae38ab25f4d0529,buildings,1,中国古代建筑成就,建筑,洛阳桥,洛阳桥,桥梁,宋,宋 1041,1041,1041,text_year,1,pass,exact_or_alias_exact,洛阳桥（Luoyang Bridge），曾用名“万安桥”，在万安桥（洛阳桥）尚未修建之时，这里原有古渡口——万安渡（亦名洛阳渡），故名。洛阳桥是现存最早的跨海梁式石桥，是中国福建省泉州市境内连接台商投资区和洛江区的一座桥梁，位于洛阳江水道之上，素有“海内第一桥”之誉，是古代“四大名桥”之一。宋庆历年间（1041年至1048年），在洛阳江修建浮桥，常被风浪冲垮；宋皇祐五年（公元1053年），洛阳桥始建；泉州太守蔡襄第二次知泉州后，积极着手续建洛阳桥；嘉祐四年（公元1059年），洛阳桥前后历六年之久，建成了这座跨江接海的大石桥；民国21年（1932年），洛阳桥改建为钢筋混凝土桥面；民国27年（1938年），洛阳桥被日本飞机炸毁；1962年，洛阳桥进行维修；1963年4月，洛阳桥维修完成通车；1993年，洛阳桥进行全面修建；1996年10月，洛阳桥恢复古桥旧貌，开放通行。洛阳桥位于福建省泉州台商,https://baike.baidu.com/item/%E6%B4%9B%E9%98%B3%E6%A1%A5/3550436,baike.baidu.com,baidu,2026-04-14T09:30:59+00:00,F:\ancientbuilding\raw_cn\buildings\baidu\0ae38ab25f4d0529.html,"{""中文名"": ""洛阳桥"", ""外文名"": ""Luoyang Bridge"", ""投用时间"": ""嘉祐四年（公元1059年）"", ""所属地区"": ""中国福建省泉州市"", ""类 型"": ""梁式大石桥"", ""长 度"": ""834 m"", ""宽 度"": ""7 m"", ""始建日期"": ""皇祐五年（公元1053年）"", ""起止位置"": ""蔡襄路、桥南路"", ""管理机构"": ""泉州市文化广电和旅游局""}"
cc4cf1f8f78978a0,buildings,1,中国古代建筑成就,建筑,五亭桥,五亭桥,桥梁,清,清 1757,1757,1757,text_year,1,pass,exact_or_alias_exact,五亭桥有“中国最美的桥”之称，是古代桥梁建筑的杰作。位于国家5A级景区——江苏省扬州市瘦西湖内，是扬州市的地标建筑，五亭桥始建于乾隆二十二年（1757年），是仿北京北海的五龙亭和十七孔桥而建的，又叫莲花桥。“上建五亭、下列四翼，桥洞正侧凡十有五。”建筑风格既有南方之秀，也有北方之雄。中秋之夜，可感受到“面面清波涵月影，头头空洞过云桡，夜听玉人箫”的绝妙佳境，具有极高的桥梁工程技术和艺术水平。,https://baike.baidu.com/item/%E4%BA%94%E4%BA%AD%E6%A1%A5,baike.baidu.com,baidu,2026-04-14T09:31:02+00:00,F:\ancientbuilding\raw_cn\buildings\baidu\cc4cf1f8f78978a0.html,{}
6d2b2b0e6c1e0e02,buildings,1,中国古代建筑成就,建筑,玉带桥,玉带桥,桥梁,清,清 1736,1736,1736,text_year,1,pass,exact_or_alias_exact,全国各地有许多桥梁名曰“玉带桥”。其中最著名的一座位于北京颐和园昆明湖长堤上，建于清乾隆年间（公元1736-1795年）。该桥单孔净跨11.38米，矢高约7.5米，全部用玉石琢成，桥面是双反向曲线，组成波形线桥型，配有精制白石栏板，显得格外富丽堂皇。其它的如江西省信丰县玉带桥，等等。,https://baike.baidu.com/item/%E7%8E%89%E5%B8%A6%E6%A1%A5,baike.baidu.com,baidu,2026-04-14T09:31:09+00:00,F:\ancientbuilding\raw_cn\buildings\baidu\6d2b2b0e6c1e0e02.html,{}
054826d6848d3dcf,buildings,1,中国古代建筑成就,建筑,泸定桥,泸定桥,桥梁,清,清 1705,1705,1705,infobox:始建时间=清康熙四十四年（1705年）,1,pass,exact_or_alias_exact,泸定桥（Luding Chain Bridge），又名大渡桥，是中国四川省甘孜藏族自治州泸定县泸桥镇境内的一座跨大渡河铁索桥，为泸定桥风景区的主要景观文物。泸定桥始建于清康熙四十四年（1705年）九月，于清康熙四十五年（1706年）四月投入使用；于1961年3月4日被纳入中国首批全国重点文物保护单位；于2003年纳入景区管理。泸定桥全长103.67米，宽3米，由13根锁链组成，为一座历史悠久的古桥；该桥因“飞夺泸定桥”战斗而闻名中外。,https://baike.baidu.com/item/%E6%B3%B8%E5%AE%9A%E6%A1%A5,baike.baidu.com,baidu,2026-04-14T09:31:12+00:00,F:\ancientbuilding\raw_cn\buildings\baidu\054826d6848d3dcf.html,"{""中文名"": ""泸定桥"", ""外文名"": ""Luding Chain Bridge"", ""别 名"": ""大渡桥"", ""始建时间"": ""清康熙四十四年（1705年）"", ""投用时间"": ""清康熙四十五年（1706年）"", ""所属地区"": ""中国 四川省 甘孜藏族自治州 泸定县"", ""类 型"": ""铁索桥（吊桥）"", ""长 度"": ""103.67 m"", ""管理机构"": ""甘孜州泸定县泸定桥文物管理局""}"
9adcc2c43ca8ceff,buildings,1,中国古代建筑成就,建筑,未央宫,未央宫,皇宫,汉,汉 -200,-200,-200,text_year,1,pass,exact_or_alias_exact,未央宫，西汉帝国的大朝正宫，汉朝的政治中心和国家象征，建于汉高祖七年（前200年），由刘邦重臣萧何监造，在秦章台的基础上修建而成，位于汉长安城地势最高的西南角龙首原上，因在长安城安门大街之西，又称西宫。自未央宫建成之后，西汉皇帝都居住在这里，成为汉帝国200余年间的政令中心，所以在后世人的诗词中，未央宫已经成为汉宫的代名词。西汉以后，未央宫仍是新莽、西晋、前赵、前秦、后秦、西魏、北周等多个朝代的理政之地，隋唐时也被划为禁苑的一部分，存世1041年，是中国历史上使用朝代最多、存在时间最长的皇宫。未央宫是丝绸之路的东方起点，建元二年（前139年），张骞就是在未央宫领取汉武帝的旨意出使西域，从而拉开了轰轰烈烈的凿空之旅，展示了位于丝绸之路东端的东方文明发展水平，见证了汉长安城在丝绸之路发展历程中，兼具时间与空间上的双重起点价值。未央宫是中国古代规模最大的宫殿建筑群之一，总面积约5平方千米，亭台楼,https://baike.baidu.com/item/%E6%9C%AA%E5%A4%AE%E5%AE%AB/22415,baike.baidu.com,baidu,2026-04-14T09:31:22+00:00,F:\ancientbuilding\raw_cn\buildings\baidu\9adcc2c43ca8ceff.html,"{""中文名"": ""未央宫"", ""外文名"": ""Weiyang Palace"", ""地理位置"": ""陕西省西安市未央区"", ""所处时代"": ""汉高祖 七年（前200年）"", ""占地面积"": ""约 5 km²"", ""保护级别"": ""第一批全国重点文物保护单位"", ""别 名"": ""西宫"", ""荣 誉"": ""世界文化遗产"", ""门票价格"": ""免费"", ""建议游玩时长"": ""1—2小时"", ""适宜游玩季节"": ""春夏秋三季"", ""所属国家"": ""中国"", ""所属城市"": ""陕西省西安市""}"
67b3433578f9c549,buildings,1,中国古代建筑成就,建筑,长乐宫,长乐宫,皇宫,汉,汉 -202,-202,-202,dynasty:汉代,1,pass,exact_or_alias_exact,长乐宫是中国汉代的“三宫”之一，属于西汉皇家宫殿群。与未央宫、建章宫同为汉代三宫。汉高祖之后为太后居所。因其位于未央宫东，又称东宫。意为“长久快乐”，长乐宫总面积约6平方公里，相当于约8个故宫大小。（故宫总面积为0.72平方公里）。,https://baike.baidu.com/item/%E9%95%BF%E4%B9%90%E5%AE%AB/28229,baike.baidu.com,baidu,2026-04-14T09:31:40+00:00,F:\ancientbuilding\raw_cn\buildings\baidu\67b3433578f9c549.html,{}
f606f7c0f75c62a6,buildings,1,中国古代建筑成就,建筑,太极宫,太极宫,皇宫,隋,隋 582,582,582,text_year,1,pass,exact_or_alias_exact,太极宫位于长安城中轴线北部，始建于隋文帝开皇二年（582年），隋称大兴宫，唐睿宗景云元年(710年)改称太极宫。因其为唐帝国的正宫，故又称“京大内”，唐高宗时期修大明宫后改称太极宫为“西内”。太极宫之南为皇城，北倚长安北墙，北墙外为西内苑，内苑之北为禁苑（隋大兴苑），东西两侧分别是太子所居住的东宫与掖庭宫。太极宫遗址位于现在西安市核心区内，全为现代建筑所覆压，尚无条件进行考古发掘。据勘测及文献记载可知，宫城（包括东宫及掖庭宫）东西宽2830．3米，南北长1492．1米。宫城城墙为夯土板筑，墙壁高三丈五尺（合10．3米），墙基宽一般在18米左右，只有东城墙部分的宽度是14米多。,https://baike.baidu.com/item/%E5%A4%AA%E6%9E%81%E5%AE%AB,baike.baidu.com,baidu,2026-04-14T09:31:45+00:00,F:\ancientbuilding\raw_cn\buildings\baidu\f606f7c0f75c62a6.html,{}
94177291dae4053b,buildings,1,中国古代建筑成就,建筑,紫禁城,紫禁城,皇宫,明,明 1420,1420,1420,text_year,1,pass,exact_or_alias_exact,紫禁城（Forbidden City）是中国明、清两代24个皇帝的皇宫。明朝第三位皇帝朱棣迁都北京，开始营造紫禁城宫殿，至明永乐十八年（1420年）落成。依照中国古代星象学，紫微垣位于中天，乃天帝所居，天人对应，是以皇帝的居所又称紫禁城。,https://baike.baidu.com/item/%E7%B4%AB%E7%A6%81%E5%9F%8E,baike.baidu.com,baidu,2026-04-14T09:32:13+00:00,F:\ancientbuilding\raw_cn\buildings\baidu\94177291dae4053b.html,{}
f1871cdde05d9d57,buildings,1,中国古代建筑成就,建筑,宝带桥,宝带桥,桥梁,唐,唐 816,816,816,text_year,1,pass,exact_or_alias_exact,宝带桥（Baodai Bridge），别名长桥，是中国江苏省苏州市境内的一座桥梁，南北横卧于大运河和澹台湖之间的玳玳河口，与古运河平行，是中国古代十大名桥之一，也是中国现存的古代桥梁中，最长的一座多孔石桥，是中国现存最长、保存最完整的一座大型古代连拱石桥。宝带桥始建唐元和十一年（816年）；唐元和十四年（819年），宝带桥竣工投入使用；明正统十一年（1446年），宝带桥重新建设，形制与规模多基本沿袭至今；清同治二年（公元1863年），英军戈登驾舰攻打苏州，宝带桥连续倒塌；1956年，宝带桥修葺恢复旧观。宝带桥位于江苏省苏州市城南街道，该桥东方大道与吴东路交界处，起于大运河，上跨玳玳河水道，终至澹台湖，桥梁全长316.8米，宽4.1米，桥孔53孔。,https://baike.baidu.com/item/%E5%AE%9D%E5%B8%A6%E6%A1%A5/3954541,baike.baidu.com,baidu,2026-04-14T09:32:19+00:00,F:\ancientbuilding\raw_cn\buildings\baidu\f1871cdde05d9d57.html,"{""中文名"": ""宝带桥"", ""外文名"": ""BaodaiBridge"", ""始建日期"": ""唐元和十一年（816年） [13]"", ""投用日期"": ""唐元和十四年（819年）"", ""所属地区"": ""中国 江苏省 苏州市"", ""类 型"": ""连拱式古桥"", ""长 度"": ""3l6.8米"", ""宽 度"": ""4.1 m"", ""起止位置"": ""起于 大运河 ，终于 澹台湖"", ""管理机构"": ""苏州市文物保护管理所、苏州市吴中区文物管理所""}"
7e4becc52e48bea9,buildings,1,中国古代建筑成就,建筑,灞桥,灞桥,桥梁,隋,隋 583,583,583,text_year,1,pass,exact_or_alias_exact,灞桥（Ba Bridge），曾用名情尽桥、断肠桥、销魂桥，是中国陕西省西安市灞桥区境内的一座桥梁，位于灞河水道之上，是中国历史上最古老、久负盛名而又相当宏伟的一座桥，是中国古代十大名桥之一，曾是西安东去的一条必经通道。春秋时期，秦穆公称霸西戎，将滋水改为灞水并修桥，故称“灞桥”；地皇三年（22年），灞桥水灾，王莽认为不是吉兆，将桥名改为“长存桥”；隋开皇三年（583年），灞桥重新建造；清道光十四年（1834年），按旧制加建灞桥；1955年，灞桥改建为新式钢筋混凝土板桥。灞桥北起柳亭路和灞河东路交汇处，上跨灞河水道，南至柳亭路和柳雪路交汇处，桥梁全长386.2米，宽7米。,https://baike.baidu.com/item/%E7%81%9E%E6%A1%A5/1945367,baike.baidu.com,baidu,2026-04-14T09:32:23+00:00,F:\ancientbuilding\raw_cn\buildings\baidu\7e4becc52e48bea9.html,"{""中文名"": ""灞桥"", ""外文名"": ""Ba Bridge"", ""始建日期"": ""春秋时期"", ""投用日期"": ""春秋时期"", ""所属地区"": ""中国陕西省西安市"", ""长 度"": ""386.2米（截至1973年）"", ""宽 度"": ""7米（截至1973年）"", ""起止位置"": ""北起柳亭路、南至柳亭路"", ""管理机构"": ""西安市文物局、西安市交通运输局""}"
